method,inference_nstep,evaluation_nstep,start,updates_completed,termination_reason,euler20_loglik,euler20_se,eval_particles,eval_replicates,evaluation_seed,evaluation_status
DS order-1.5 block Gaussian,20,20,23,1,non-finite-path-or-score,-24630.865944617148,0.10425325676492266,5000,36,32659402,ok
DS order-1.5 block Gaussian,20,20,24,51,time-budget,-3912.0869350171956,0.1482318730682135,5000,36,32660399,ok
DS order-1.5 block Gaussian,20,20,25,47,time-budget,-4150.894049431984,0.11414245126848921,5000,36,32661396,ok
DS order-1.5 block Gaussian,20,20,26,51,time-budget,-4100.167530913853,0.13410908572242206,5000,36,32662393,ok
DS order-1.5 block Gaussian,20,20,27,51,time-budget,-4170.736705137094,0.15367182147765476,5000,36,32663390,ok
DS order-1.5 block Gaussian,20,20,28,41,time-budget,-4711.579474858518,0.05289807486388494,5000,36,32664387,ok
DS order-1.5 block Gaussian,20,20,29,49,time-budget,-3935.1001989112233,0.18167182525727335,5000,36,32665384,ok
DS order-1.5 block Gaussian,20,20,30,41,time-budget,-4804.529498925286,0.4591025734664374,5000,36,32666381,ok
DS order-1.5 block Gaussian,20,20,31,50,time-budget,-4099.437028787643,0.7547978842492608,5000,36,32667378,ok
DS order-1.5 block Gaussian,20,20,32,49,time-budget,-3939.972049300057,0.1017934614611309,5000,36,32668375,ok
DS order-1.5 block Gaussian,20,20,33,47,time-budget,-4026.417599381408,0.09032676797433949,5000,36,32669372,ok
DS order-1.5 block Gaussian,20,20,34,51,time-budget,-3931.8163461418885,0.295570096314456,5000,36,32670369,ok
DS order-1.5 block Gaussian,20,20,35,41,time-budget,-4320.332000593835,0.10034693690404772,5000,36,32671366,ok
DS order-1.5 block Gaussian,20,20,36,41,time-budget,-5732.2782001208625,0.11687184855936107,5000,36,32672363,ok
DS order-1.5 block Gaussian,20,20,37,47,time-budget,-4434.881286354377,0.5088517973576229,5000,36,32673360,ok
DS order-1.5 block Gaussian,20,20,38,51,time-budget,-4022.0415342110955,0.1275163268472827,5000,36,32674357,ok
DS order-1.5 block Gaussian,20,20,39,47,time-budget,-4104.4555233375495,0.12351491671385205,5000,36,32675354,ok
DS order-1.5 block Gaussian,20,20,40,47,time-budget,-4178.254463542552,0.2242576133930355,5000,36,32676351,ok
DS order-1.5 block Gaussian,20,20,41,49,time-budget,-4325.193501515977,9.664484866088038,5000,36,32677348,ok
DS order-1.5 block Gaussian,20,20,42,41,time-budget,-4359.246434692579,2.5049544771535213,5000,36,32678345,ok
DS order-1.5 block Gaussian,20,20,43,51,time-budget,-4222.586956801429,5.979680263851224,5000,36,32679342,ok
DS order-1.5 block Gaussian,20,20,44,51,time-budget,-4097.154027024388,0.1410424927175694,5000,36,32680339,ok
DS order-1.5 block Gaussian,20,20,45,49,time-budget,-3991.443111851833,0.2117891867903379,5000,36,32681336,ok
DS order-1.5 block Gaussian,20,20,46,46,time-budget,-4119.736664554169,1.6087431996823762,5000,36,32682333,ok
DS order-1.5 block Gaussian,20,20,47,47,time-budget,-4066.15390106728,0.44249457541775866,5000,36,32683330,ok
DS order-1.5 block Gaussian,20,20,48,47,time-budget,-4285.23969473756,0.48715427877896805,5000,36,32684327,ok
DS order-1.5 block Gaussian,20,20,49,47,time-budget,-3931.577480320854,0.24123495110416998,5000,36,32685324,ok
DS order-1.5 block Gaussian,20,20,50,49,time-budget,-4091.5379279174763,0.79190798788981,5000,36,32686321,ok
DS order-1.5 block Gaussian,20,20,51,47,time-budget,-3915.7318094339985,0.586116448543352,5000,36,32687318,ok
DS order-1.5 block Gaussian,20,20,52,49,time-budget,-4203.865962620754,0.9144370538373161,5000,36,32688315,ok
DS order-1.5 block Gaussian,20,20,53,45,time-budget,-4038.177452522695,0.16170769479603006,5000,36,32689312,ok
DS order-1.5 block Gaussian,20,20,54,47,time-budget,-3984.2265103919967,0.14739202245808442,5000,36,32690309,ok
DS order-1.5 block Gaussian,20,20,55,47,time-budget,-4224.374716876302,0.34676991879349867,5000,36,32691306,ok
DS order-1.5 block Gaussian,20,20,56,47,time-budget,-3962.807368600427,0.1345035586589389,5000,36,32692303,ok
DS order-1.5 block Gaussian,20,20,57,47,time-budget,-4040.2783417553396,0.194416061239109,5000,36,32693300,ok
DS order-1.5 block Gaussian,20,20,58,47,time-budget,-4053.322433487898,0.18831346164857898,5000,36,32694297,ok
DS order-1.5 block Gaussian,20,20,59,47,time-budget,-4018.3452672988633,0.3429345787627204,5000,36,32695294,ok
DS order-1.5 block Gaussian,20,20,60,51,time-budget,-4110.111904401715,0.7588673453628725,5000,36,32696291,ok
DS order-1.5 block Gaussian,20,20,61,51,time-budget,-3958.5712035987335,0.15243850173784707,5000,36,32697288,ok
DS order-1.5 block Gaussian,20,20,62,49,time-budget,-4174.2793609554765,0.15196271604928485,5000,36,32698285,ok
DS order-1.5 block Gaussian,20,20,63,47,time-budget,-4077.9244444840847,0.15842940894333044,5000,36,32699282,ok
DS order-1.5 block Gaussian,20,20,64,47,time-budget,-4532.198831120379,0.2598929798683931,5000,36,32700279,ok
DS order-1.5 block Gaussian,20,20,65,51,time-budget,-3985.152116493288,0.14259003660390945,5000,36,32701276,ok
DS order-1.5 block Gaussian,20,20,66,47,time-budget,-5176.362775731175,4.7946974007095475,5000,36,32702273,ok
DS order-1.5 block Gaussian,20,20,67,47,time-budget,-3973.713425549797,0.10689094686334047,5000,36,32703270,ok
DS order-1.5 block Gaussian,20,20,68,47,time-budget,-4100.626099221356,2.297501365633665,5000,36,32704267,ok
DS order-1.5 block Gaussian,20,20,69,51,time-budget,-4073.4252750624764,0.17722329438995132,5000,36,32705264,ok
DS order-1.5 block Gaussian,20,20,70,47,time-budget,-4142.624391400538,0.32914663451073567,5000,36,32706261,ok
DS order-1.5 block Gaussian,20,20,71,47,time-budget,-4125.071007350075,0.22589654382542765,5000,36,32707258,ok
DS order-1.5 block Gaussian,20,20,72,44,time-budget,-4097.568577760962,0.10507962691290135,5000,36,32708255,ok
DS order-1.5 block Gaussian,20,20,73,49,time-budget,-4092.5530072884494,0.110924935288067,5000,36,32709252,ok
DS order-1.5 block Gaussian,20,20,74,4,non-finite-path-or-score,-5243.230563871263,0.9773708112511739,5000,36,32710249,ok
DS order-1.5 block Gaussian,20,20,75,51,time-budget,-3951.276328541612,0.11625137330157997,5000,36,32711246,ok
DS order-1.5 block Gaussian,20,20,76,49,time-budget,-5012.030389053446,0.0800396733383309,5000,36,32712243,ok
DS order-1.5 block Gaussian,20,20,77,51,time-budget,-4242.6900284346275,0.22303586806339934,5000,36,32713240,ok
DS order-1.5 block Gaussian,20,20,78,41,time-budget,-5116.663075458694,0.1742351014149765,5000,36,32714237,ok
DS order-1.5 block Gaussian,20,20,79,17,non-finite-path-or-score,-6856.291646981993,12.860849245877805,5000,36,32715234,ok
DS order-1.5 block Gaussian,20,20,80,51,time-budget,-4170.832477933201,0.13645876810342633,5000,36,32716231,ok
DS order-1.5 block Gaussian,20,20,81,47,time-budget,-3984.549508497419,0.13278172539360092,5000,36,32717228,ok
DS order-1.5 block Gaussian,20,20,82,41,time-budget,-6482.677580867532,27.215058092567695,5000,36,32718225,ok
DS order-1.5 block Gaussian,20,20,83,47,time-budget,-4098.524517110993,0.9609111167364475,5000,36,32719222,ok
DS order-1.5 block Gaussian,20,20,84,51,time-budget,-3938.3310866796896,0.13294176619851358,5000,36,32720219,ok
DS order-1.5 block Gaussian,20,20,85,47,time-budget,-4273.655737723089,0.2530502157917868,5000,36,32721216,ok
DS order-1.5 block Gaussian,20,20,86,47,time-budget,-4025.6858966117593,0.27764475283931506,5000,36,32722213,ok
DS order-1.5 block Gaussian,20,20,87,9,non-finite-path-or-score,-4891.446210707508,4.533588646593826,5000,36,32723210,ok
DS order-1.5 block Gaussian,20,20,88,7,non-finite-path-or-score,-5344.0579330927685,0.4456252735836402,5000,36,32724207,ok
DS order-1.5 block Gaussian,20,20,89,51,time-budget,-4579.041236490326,14.188409662345352,5000,36,32725204,ok
DS order-1.5 block Gaussian,20,20,90,1,non-finite-path-or-score,-6413.953353569089,35.04244079497578,5000,36,32726201,ok
DS order-1.5 block Gaussian,20,20,91,51,time-budget,-4091.220163667348,0.23687578625591857,5000,36,32727198,ok
DS order-1.5 block Gaussian,20,20,92,46,time-budget,-3975.055599009639,0.22899920278986935,5000,36,32728195,ok
DS order-1.5 block Gaussian,20,20,93,3,non-finite-path-or-score,-6910.311433077734,4.226134469383844,5000,36,32729192,ok
DS order-1.5 block Gaussian,20,20,94,41,time-budget,-4265.2606716680675,0.07210497189984465,5000,36,32730189,ok
DS order-1.5 block Gaussian,20,20,95,47,time-budget,-4012.0570997329023,0.15547008787864425,5000,36,32731186,ok
DS order-1.5 block Gaussian,20,20,96,51,time-budget,-3901.1516432562967,0.14853823321340248,5000,36,32732183,ok
DS order-1.5 block Gaussian,20,20,97,50,time-budget,-4051.299941581254,0.33888823741455065,5000,36,32733180,ok
DS order-1.5 block Gaussian,20,20,98,1,non-finite-path-or-score,-16176.096181512668,4.234505744380845,5000,36,32734177,ok
DS order-1.5 block Gaussian,20,20,99,49,time-budget,-4265.691328406952,1.0283054252815718,5000,36,32735174,ok
