method,inference_nstep,start,start_type,starts_file,particles,updates_completed,termination_reason,elapsed_seconds,optimizer_elapsed_seconds,elapsed_time_offset_seconds,output_selected_iteration,output_selected_elapsed_seconds,initial_pseudo_loglik,selected_pseudo_loglik,terminal_pseudo_loglik,minimum_ess,maximum_invalid_fraction,restarts,gamma,m,epsilon,beta_trend,sigma,tau,bs1,bs2,bs3,bs4,bs5,bs6,omegas1,omegas2,omegas3,omegas4,omegas5,omegas6,S_0,I_0,R1_0,R2_0,R3_0,raw_0,raw_1,raw_2,raw_3,raw_4,raw_5,raw_6,raw_7,raw_8,raw_9,raw_10,raw_11,raw_12,raw_13,raw_14,raw_15,raw_16,raw_17,raw_18,raw_19,raw_20,raw_21,raw_22
Corenflos DPF,20,42,if2-warm-start,../ditlevsen/results/reference/ifad097_comparable_post_if2.npz,100,169,time-budget,861.3729259076063,616.9304923119489,244.44243359565735,168,857.4712886286434,-12291.249791370168,-4305.137380003052,-4316.426552693573,1.0000000000000213,0.31,0,15.645106233682373,0.04777095317092175,13.292641064945123,-0.0011612806948611755,4.9875335219240915,0.5,0.4654292034013277,5.791085126831832,-1.4290990556616978,4.530654700466995,4.316760130925838,2.3981695024275465,-9.448845786075182,-8.992720553847745,-7.339159664155815,-8.816461843690856,-7.432017053006657,-7.882746033930768,0.24303151519463143,0.30039260493285047,0.306393045235529,0.01616898742068048,0.13401384721630874,2.7501581673619255,-3.0413374984420543,2.587210578711317,-0.11612806948611756,1.6069415033811825,-0.6931471805599453,0.4654292034013277,5.791085126831832,-1.4290990556616978,4.530654700466995,4.316760130925838,2.3981695024275465,-9.448845786075182,-8.992720553847745,-7.339159664155815,-8.816461843690856,-7.432017053006657,-7.882746033930768,-0.23167761220113706,-0.01977843710502593,0.0,-2.941773688523938,-0.8269256072442553
Corenflos DPF,20,43,if2-warm-start,../ditlevsen/results/reference/ifad097_comparable_post_if2.npz,100,175,maximum-updates,621.7696361048147,377.32720250915736,244.44243359565735,175,621.7696361048147,-6370.8877208193735,-5229.990317450942,-5229.990317450942,1.000000000001993,0.52,3,11.255729898172309,0.3271400193348781,30.000000000000004,-0.0034272492395517455,4.902651774647501,0.5,3.0390142047791606,2.2567193711686815,-1.4124010223230072,0.6779674889093453,4.827010645241943,7.0509762356492685,-2.207743991405975,-3.7588131465481793,-1.8163883837996988,-6.735328975728125,-3.099788935894004,-9.039904664702927,0.2336022711237248,0.19204639699635986,0.10753641019594717,0.22760734773263305,0.23920757395133502,2.4208773232708247,-1.1173670060489957,3.4011973816621555,-0.34272492395517457,1.5897762372317978,-0.6931471805599453,3.0390142047791606,2.2567193711686815,-1.4124010223230072,0.6779674889093453,4.827010645241943,7.0509762356492685,-2.207743991405975,-3.7588131465481793,-1.8163883837996988,-6.735328975728125,-3.099788935894004,-9.039904664702927,-0.023711712068312716,-0.21959469139375914,-0.7995021955321688,-0.04970969998497457,0.0
Corenflos DPF,20,44,if2-warm-start,../ditlevsen/results/reference/ifad097_comparable_post_if2.npz,100,0,no-valid-filter-evaluation,245.39645166462287,0.9540180689655244,244.44243359565735,0,245.39645166462287,-23716.33828650484,-23716.33828650484,-23716.33828650484,1.0000000000349019,1.0,0,24.35771179199219,0.3869749903678894,5.123215198516846,-0.0033857952803373337,1.95274019241333,0.49787989258766174,2.1558914184570312,1.8530073165893555,-0.6676874160766602,5.1032562255859375,7.721685409545898,0.7870044708251953,-8.665142059326172,-6.1380109786987305,-8.205414772033691,-5.995474815368652,-7.367216110229492,-0.5416469573974609,0.3439513259917685,0.28692163728282866,0.1273659309097406,0.18971933311976627,0.05204177269589597,3.1928485054244686,-0.9493952124129788,1.6337822104220507,-0.33857952803373337,0.6692336130469719,-0.6973964105887951,2.1558914184570312,1.8530073165893555,-0.6676874160766602,5.1032562255859375,7.721685409545898,0.7870044708251953,-8.665142059326172,-6.1380109786987305,-8.205414772033691,-5.995474815368652,-7.367216110229492,-0.5416469573974609,0.0,-0.18129101550136584,-0.9934358640676471,-0.594954367225049,-1.8884534359855008
Corenflos DPF,20,45,if2-warm-start,../ditlevsen/results/reference/ifad097_comparable_post_if2.npz,100,175,maximum-updates,825.6359796915203,581.193546095863,244.44243359565735,175,825.6359796915203,-10537.38771934713,-3993.073270287639,-3993.073270287639,1.0000000000000426,0.33,0,14.357941445742377,0.10960577750778518,10.541302124227414,-0.005680805210669702,4.834054466811385,0.4658230090840748,2.132721929074456,4.439797784067271,-0.4124596493133356,0.6039772394093024,4.293596928976515,3.4156522550388444,-3.3406988426412543,-3.7612106761529667,-1.5384820432495891,-6.631317852189059,-5.028156997795258,-5.160834479971108,0.24328241499040237,0.1517121464001217,0.3239651680425102,0.14769435950301146,0.13334591106395416,2.6643031999834443,-2.2108651913704906,2.3553010766806777,-0.5680805210669702,1.5756855496591433,-0.7639495258345915,2.132721929074456,4.439797784067271,-0.4124596493133356,0.6039772394093024,4.293596928976515,3.4156522550388444,-3.3406988426412543,-3.7612106761529667,-1.5384820432495891,-6.631317852189059,-5.028156997795258,-5.160834479971108,-0.28641303385783906,-0.7586510522651712,0.0,-0.7854910040394077,-0.8876894170010529
Corenflos DPF,20,46,if2-warm-start,../ditlevsen/results/reference/ifad097_comparable_post_if2.npz,100,60,maximum-restarts,358.9390977034345,114.49666410777718,244.44243359565735,59,358.127069152426,-15138.640203158116,-6264.241395970074,-24595.68889726825,1.000000000002018,1.0,6,13.332035765527712,0.5340379763710832,18.02191982852828,-0.0027159542235881836,4.998900739278949,0.3865266029755286,3.8603410076298412,2.329145419148017,2.3249956192287757,4.34504139078364,7.253270834720502,7.052309457824232,-0.5763630789551076,-6.563253462299648,-1.30478664684832,-6.120097953681928,-9.765024770593856,-7.895642047217264,0.03202179995742434,0.17254867039905317,0.24681999489411444,0.4368837147949281,0.11172581995447997,2.5901698431247415,-0.6272883257508406,2.8915887852693962,-0.27159542235881834,1.6092180361188648,-0.9505545828562826,3.8603410076298412,2.329145419148017,2.3249956192287757,4.34504139078364,7.253270834720502,7.052309457824232,-0.5763630789551076,-6.563253462299648,-1.30478664684832,-6.120097953681928,-9.765024770593856,-7.895642047217264,-2.6132501412928657,-0.9289877169013082,-0.5710077554792026,0.0,-1.3636192269828664
Corenflos DPF,20,47,if2-warm-start,../ditlevsen/results/reference/ifad097_comparable_post_if2.npz,100,175,maximum-updates,785.5022805647459,541.0598469690885,244.44243359565735,175,785.5022805647459,-15823.486729199765,-4965.725037793928,-4965.725037793928,1.0000000000000426,0.28,4,22.891605478968007,0.4794870844582283,10.009367014354988,-0.005146974864106522,4.955000432298761,0.5,0.4504858062998817,4.460960966412073,0.6105473353901412,7.08356118784201,1.0871133153984838,5.592234994993629,-3.232854654458063,-1.2021241377694807,-4.760725877974342,-5.360696299685025,-9.003978056506549,-3.7824300105910766,0.261865664361928,0.07249453827613107,0.06849959090396256,0.30860297901396894,0.28853722744400934,3.130770270385069,-0.7350383204578469,2.3035213559985195,-0.5146974864106522,1.6003972550269043,-0.6931471805599453,0.4504858062998817,4.460960966412073,0.6105473353901412,7.08356118784201,1.0871133153984838,5.592234994993629,-3.232854654458063,-1.2021241377694807,-4.760725877974342,-5.360696299685025,-9.003978056506549,-3.7824300105910766,-0.16422395237421905,-1.4485443683000365,-1.5052278201551583,0.0,-0.06723147764292745
Corenflos DPF,20,48,if2-warm-start,../ditlevsen/results/reference/ifad097_comparable_post_if2.npz,100,175,maximum-updates,634.0808442577254,389.63841066206805,244.44243359565735,175,634.0808442577254,-6484.177950387513,-4347.678871096361,-4347.678871096361,1.0000000000009415,0.19,0,26.93732263391369,0.11532885201212754,3.1109501801048536,-0.001897765410755906,4.999999999999999,0.5,-0.06041882456753135,8.0,1.4399881856655135,5.514820001083757,2.2980839172409957,5.669414997351438,-3.362725353987495,-7.446924079007473,-6.566308598589595,-3.0139239629873558,-4.584271669961894,0.0,0.27965276147510254,0.181144173668467,0.008384580874131478,0.07319472202972474,0.45762376195257415,3.2935127834864173,-2.15996764873359,1.1349282036776147,-0.18977654107559058,1.6094379124341003,-0.6931471805599453,-0.06041882456753135,8.0,1.4399881856655135,5.514820001083757,2.2980839172409957,5.669414997351438,-3.362725353987495,-7.446924079007473,-6.566308598589595,-3.0139239629873558,-4.584271669961894,0.0,-0.49249867008795667,-0.9267541122600165,-3.999652957231459,-1.8329240511126939,0.0
Corenflos DPF,20,49,if2-warm-start,../ditlevsen/results/reference/ifad097_comparable_post_if2.npz,100,175,maximum-updates,553.2462447877042,308.80381119204685,244.44243359565735,175,553.2462447877042,-16657.98421374103,-4837.096605457751,-4837.096605457751,1.0000000002399858,0.0,0,11.39694024395394,0.2578062721655941,0.5116970914022323,-0.009923052966277627,4.979366384508435,0.5,-1.9725882048126364,7.8108999749281836,-0.8863408344632207,3.447139905388733,3.9993443764996717,7.1329645370867345,-7.23310953179869,-6.706087261451067,-3.0972490020964862,-9.07517710924616,-8.889280030310257,-3.897351047262597,0.07728570230190017,0.1538257542555784,0.3891053541284675,0.08310827633059921,0.2966749129834548,2.4333449197216535,-1.3555468591935134,-0.6700224473728386,-0.9923052966277627,1.605302650915462,-0.6931471805599453,-1.9725882048126364,7.8108999749281836,-0.8863408344632207,3.447139905388733,3.9993443764996717,7.1329645370867345,-7.23310953179869,-6.706087261451067,-3.0972490020964862,-9.07517710924616,-8.889280030310257,-3.897351047262597,-1.616341165452318,-0.9280296442348802,0.0,-1.5437058484499926,-0.27121316993967987
Corenflos DPF,20,50,if2-warm-start,../ditlevsen/results/reference/ifad097_comparable_post_if2.npz,100,140,maximum-restarts,689.5928777146619,445.15044411900453,244.44243359565735,140,689.5928777146619,-10134.555178563252,-4493.879237647883,-4493.879237647883,1.0000000000000355,0.1,6,24.162717524141108,0.3834672602205656,22.666730240792887,-0.0016484807550887742,4.955812637128154,0.5,-2.128109637187736,2.634782543662504,-0.4067112881546851,1.4705336101394157,6.080967659069341,3.028198669557857,-2.824751286787515,-0.1276187580038493,-1.2464231606176213,-7.9433400144198565,-7.896991193273194,-7.863196190579151,0.335166427003593,0.2978178814238784,0.03846942595886519,0.32197093662572956,0.006575328987933981,3.184810847045033,-0.9585010328215742,3.1208982212449263,-0.16484807550887742,1.6005611577915961,-0.6931471805599453,-2.128109637187736,2.634782543662504,-0.4067112881546851,1.4705336101394157,6.080967659069341,3.028198669557857,-2.824751286787515,-0.1276187580038493,-1.2464231606176213,-7.9433400144198565,-7.896991193273194,-7.863196190579151,0.0,-0.11814504196383079,-2.1647634106217697,-0.04016592294341008,-3.931302592488193
Corenflos DPF,20,51,if2-warm-start,../ditlevsen/results/reference/ifad097_comparable_post_if2.npz,100,175,maximum-updates,787.9642614827026,543.5218278870452,244.44243359565735,175,787.9642614827026,-9628.778790501423,-4116.5501315331585,-4116.5501315331585,1.000000000000309,0.28,0,19.401418667141872,0.056224291514473716,17.591861242278128,-0.000554701651439923,4.999999999999999,0.5,-0.43861377041615435,6.47285592097544,-0.9857794116154892,1.2119330920314306,1.2731999704776595,6.218252948412988,-7.961802468008404,-0.5567747124022152,-4.637683975712124,-2.9126823851130332,-1.1111555832673998,-6.501176581778043,0.1889511822155074,0.2803844650987366,0.18944781275825504,0.17207564169763023,0.16914089822987077,2.9653461905678826,-2.878406382114794,2.8674363656746347,-0.05547016514399229,1.6094379124341003,-0.6931471805599453,-0.43861377041615435,6.47285592097544,-0.9857794116154892,1.2119330920314306,1.2731999704776595,6.218252948412988,-7.961802468008404,-0.5567747124022152,-4.637683975712124,-2.9126823851130332,-1.1111555832673998,-6.501176581778043,-0.39467306444240136,0.0,-0.3920481588031245,-0.4882275935305022,-0.5054296660717236
Corenflos DPF,20,52,if2-warm-start,../ditlevsen/results/reference/ifad097_comparable_post_if2.npz,100,23,maximum-restarts,282.677467280766,38.23503368510865,244.44243359565735,22,281.9018165457528,-7827.161037439326,-7483.385664277099,-24600.44772521512,1.0000000000686953,1.0,6,30.779571270292966,0.5951706814897916,17.634821557837952,-0.0038160283548746093,4.030456946325736,0.490659629572371,3.931723403056009,3.7928301852667983,-2.8966494865049293,3.3450790242930304,7.352047320660122,7.145330974100617,-4.421352932357967,-6.09557600079927,-1.4016010141686899,-8.566278410040042,-4.164742359595531,-7.05608479261341,0.19317009335220273,0.06253898501430276,0.16111590056001346,0.29896390589879696,0.28421111517468406,3.4268511994733415,-0.5189070549261604,2.8698754449999035,-0.38160283548746093,1.3938797557159102,-0.7120046103684065,3.931723403056009,3.7928301852667983,-2.8966494865049293,3.3450790242930304,7.352047320660122,7.145330974100617,-4.421352932357967,-6.09557600079927,-1.4016010141686899,-8.566278410040042,-4.164742359595531,-7.05608479261341,-0.4367517365638,-1.5645327275327339,-0.6181988647959606,0.0,-0.05060552475167718
Corenflos DPF,20,53,if2-warm-start,../ditlevsen/results/reference/ifad097_comparable_post_if2.npz,100,175,maximum-updates,628.6159889288247,384.1735553331673,244.44243359565735,175,628.6159889288247,-6038.014881503326,-4975.688835571766,-4975.688835571766,1.000000368328247,0.14,2,10.000000000000002,0.15550287887521952,2.336177293794922,-0.009179940762793272,4.924639107073606,0.5,-0.6542687754270583,5.251851426900123,-3.6947991691130415,5.74543619891784,4.450373219531161,1.7437369962231497,0.0,-0.7389115365764876,-3.8391623506825705,-5.0622258925394,-2.503841954922642,-3.968892528717002,0.1090030426815281,0.30638371844227247,0.35853328053175954,0.024966791355182677,0.2011131669892571,2.302585092994046,-1.8610910338672175,0.8485159584023203,-0.9179940762793272,1.5942509941875544,-0.6931471805599453,-0.6542687754270583,5.251851426900123,-3.6947991691130415,5.74543619891784,4.450373219531161,1.7437369962231497,0.0,-0.7389115365764876,-3.8391623506825705,-5.0622258925394,-2.503841954922642,-3.968892528717002,-1.1906456921065844,-0.15718319024424393,0.0,-2.6644748924133914,-0.57815371898564
Corenflos DPF,20,54,if2-warm-start,../ditlevsen/results/reference/ifad097_comparable_post_if2.npz,100,175,maximum-updates,683.0912884816062,438.6488548859488,244.44243359565735,175,683.0912884816062,-8803.782085954728,-5239.826333482373,-5239.826333482373,1.000000000000501,0.93,4,11.026450132384793,0.4224199232522081,12.276481318304162,-0.0016834700082528986,4.999999999999999,0.5,-0.0871211695178278,2.5137223850773682,-1.3402240803481353,0.8175195677539895,7.07839502218414,4.990023438649835,-2.754657811891786,-4.523373215983302,-2.927555995041849,-6.028899090542051,-3.554991293160057,-1.4934227787604428,0.0769491749073564,0.4771273268785343,0.010341792133021256,0.1674230390421366,0.26815866703895164,2.4002969439654964,-0.861755380912138,2.5076853440618745,-0.16834700082528986,1.6094379124341003,-0.6931471805599453,-0.0871211695178278,2.5137223850773682,-1.3402240803481353,0.8175195677539895,7.07839502218414,4.990023438649835,-2.754657811891786,-4.523373215983302,-2.927555995041849,-6.028899090542051,-3.554991293160057,-1.4934227787604428,-1.8246382501516651,0.0,-3.831590213457277,-1.047259610655544,-0.5762045414138273
Corenflos DPF,20,55,if2-warm-start,../ditlevsen/results/reference/ifad097_comparable_post_if2.npz,100,175,maximum-updates,680.4265929376706,435.9841593420133,244.44243359565735,175,680.4265929376706,-15647.949845808605,-5575.677296368907,-5575.677296368907,1.000000000000064,0.04,3,12.782080864810561,0.5911410431199123,2.7980092998543977,-0.0027018551428255456,4.898519149275984,0.48984568870532946,0.5396082663386307,7.347711018463011,0.6317455230354284,3.9921094445191003,3.1205286468440145,4.9331346450954285,-2.3039028843549305,-2.5750436900347267,-9.222606892450687,-8.747319870506214,-4.423092918685992,-7.347225384880651,0.028699949538009636,0.409176112187693,0.0007930523323681629,0.3900834551639198,0.17124743077800952,2.5480442576679874,-0.5257006384076742,1.028908199988444,-0.27018551428255455,1.5889329450071235,-0.7136648584850308,0.5396082663386307,7.347711018463011,0.6317455230354284,3.9921094445191003,3.1205286468440145,4.9331346450954285,-2.3039028843549305,-2.5750436900347267,-9.222606892450687,-8.747319870506214,-4.423092918685992,-7.347225384880651,-2.65725029100403,0.0,-6.246011722137219,-0.04778495167914999,-0.8710361812369123
Corenflos DPF,20,56,if2-warm-start,../ditlevsen/results/reference/ifad097_comparable_post_if2.npz,100,175,maximum-updates,664.7375884857029,420.2951548900455,244.44243359565735,175,664.7375884857029,-18023.27873313423,-5330.431589899181,-5330.431589899181,1.0000000000041034,0.14,2,14.112091533485405,0.4381983625658605,4.8782130935831995,-0.004832768575382518,4.999999999999999,0.5,4.0,3.099140550477206,2.0716917669216857,5.885703418757096,3.582129916558888,1.5037969861433922,-1.64450997433425,-8.321426475619244,-4.904742017131979,-3.559209802585357,-6.240308767363072,-4.124968552398328,0.2989832678970585,0.1280139754029337,0.003901666158981354,0.30624813939918627,0.26285295114184043,2.6470319854597695,-0.8250835885555926,1.5847789834609853,-0.48327685753825184,1.6094379124341003,-0.6931471805599453,4.0,3.099140550477206,2.0716917669216857,5.885703418757096,3.582129916558888,1.5037969861433922,-1.64450997433425,-8.321426475619244,-4.904742017131979,-3.559209802585357,-6.240308767363072,-4.124968552398328,-0.024008074794904025,-0.8722562456142281,-4.362992004254611,0.0,-0.1528009317316838
Corenflos DPF,20,57,if2-warm-start,../ditlevsen/results/reference/ifad097_comparable_post_if2.npz,100,158,time-budget,863.0183275607415,618.5758939650841,244.44243359565735,157,858.9910424817353,-10618.408710225973,-4557.879261059351,-4579.940872550727,1.0000000000000178,0.09,1,10.691041052437424,0.21010298465298144,15.167591326458487,-0.0035795497337107345,4.845210714031345,0.5,1.3828350498462678,2.807394138464211,0.9287666978901818,5.056414131689812,2.743846502068063,2.5616463562051357,-7.539338544272728,-1.853337829414548,-7.051549009163294,-3.787527233277988,-9.14860864293136,-1.0053401086945613,0.17092150771174786,0.17425073641565034,0.153748157841311,0.25586904080865197,0.24521055722263896,2.3694061059302127,-1.560157465363539,2.719161002010089,-0.35795497337107346,1.5779907354251637,-0.6931471805599453,1.3828350498462678,2.807394138464211,0.9287666978901818,5.056414131689812,2.743846502068063,2.5616463562051357,-7.539338544272728,-1.853337829414548,-7.051549009163294,-3.787527233277988,-9.14860864293136,-1.0053401086945613,-0.40346132235569926,-0.384170478413812,-0.5093498291523186,0.0,-0.04254849555479085
Corenflos DPF,20,58,if2-warm-start,../ditlevsen/results/reference/ifad097_comparable_post_if2.npz,100,175,maximum-updates,571.9236504996661,327.48121690400876,244.44243359565735,175,571.9236504996661,-13141.374370201258,-6008.544140703074,-6008.544140703074,1.0000000767098436,0.19,2,10.528520490779458,0.6,30.000000000000004,-0.00013801087942548248,3.5619140904344277,0.5,1.9290076203188158,7.8997429987451895,2.438101901351436,3.006106595977351,4.739914092539253,2.3448574352105123,-1.715895232668489,-9.281575391211716,-2.057839363801919,-6.5258258908607525,-9.115276322258925,-8.742695043154757,0.2622037856558935,0.02732322956886916,0.3267430559666317,0.05701718898179896,0.32671273982680665,2.354087812074763,-0.5108256237659907,3.4011973816621555,-0.01380108794254825,1.2702980662258114,-0.6931471805599453,1.9290076203188158,7.8997429987451895,2.438101901351436,3.006106595977351,4.739914092539253,2.3448574352105123,-1.715895232668489,-9.281575391211716,-2.057839363801919,-6.5258258908607525,-9.115276322258925,-8.742695043154757,-0.22005209118262906,-2.481436860115537,0.0,-1.745821316996549,-9.278711748219199e-05
Corenflos DPF,20,59,if2-warm-start,../ditlevsen/results/reference/ifad097_comparable_post_if2.npz,100,175,maximum-updates,844.9872205576394,600.544786961982,244.44243359565735,175,844.9872205576394,-16382.258024175455,-4070.507371802827,-4070.507371802827,1.0000000000000249,0.31,0,10.146403755578104,0.6,18.688103543860517,-0.0007489180906568073,3.668364959811253,0.5,1.0988797988359453,5.217218048578366,-2.78939030305288,1.9916489926177596,1.7696708931061005,3.476803397814051,-5.932599809086783,-7.73074926567381,-4.436874554044259,-7.359279478101127,-3.0291748127868963,-3.398094961428298,0.4364705048500212,0.08731859259520951,0.012500138318154068,0.028487612954632473,0.43522315128198263,2.31711933290999,-0.5108256237659907,2.9278871472908117,-0.07489180906568073,1.299746047757363,-0.6931471805599453,1.0988797988359453,5.217218048578366,-2.78939030305288,1.9916489926177596,1.7696708931061005,3.476803397814051,-5.932599809086783,-7.73074926567381,-4.436874554044259,-7.359279478101127,-3.0291748127868963,-3.398094961428298,0.0,-1.6091573872916745,-3.552981091361407,-2.7292514414373255,-0.0028619100543812526
Corenflos DPF,20,60,if2-warm-start,../ditlevsen/results/reference/ifad097_comparable_post_if2.npz,100,148,maximum-restarts,735.4398768094834,490.99744321382605,244.44243359565735,148,735.4398768094834,-8293.839952113904,-4865.984811583192,-4865.984811583192,1.0000000000000355,0.8300000000000001,6,10.568184570490459,0.09495448159015676,30.000000000000004,-0.0007304099250236404,4.99171166201802,0.5,-0.23903554962345738,1.3550589965726592,3.0659272603782206,1.3081489638912647,6.017726976439989,4.0135602144733635,-5.705172026576412,-4.057196713156876,-2.071367190955108,-7.970241808087996,-2.7184523497152218,-4.317443043298157,0.08770379421117552,0.28998144079413324,0.18335212430891235,0.3136169482858273,0.1253456923999515,2.357848032102567,-2.3543576433626443,3.4011973816621555,-0.07304099250236404,1.607778869386537,-0.6931471805599453,-0.23903554962345738,1.3550589965726592,3.0659272603782206,1.3081489638912647,6.017726976439989,4.0135602144733635,-5.705172026576412,-4.057196713156876,-2.071367190955108,-7.970241808087996,-2.7184523497152218,-4.317443043298157,-1.274207169327025,-0.0783554076237014,-0.5367638507582413,0.0,-0.9170968718604381
Corenflos DPF,20,61,if2-warm-start,../ditlevsen/results/reference/ifad097_comparable_post_if2.npz,100,175,maximum-updates,782.8761930165347,538.4337594208773,244.44243359565735,175,782.8761930165347,-17792.8502805904,-4355.883118303535,-4355.883118303535,1.0,0.98,0,10.366502847066954,0.04983853471426728,12.854717593612177,-0.00784835023620214,4.046454621714899,0.5,-1.830302020437565,4.0666584298248685,-0.21029869411971502,3.1274601606811516,2.721226395422107,6.6324352198317,-5.263017144701265,-1.902531600266772,-6.379664969348852,-6.62472563257233,-9.08168078939136,-3.3580281958954017,0.2748644516961106,0.29439923829126197,0.04347627179726229,0.3018800587327073,0.08537997948265783,2.338579727858483,-2.998966804729117,2.5537108718738306,-0.784835023620214,1.3978410956846108,-0.6931471805599453,-1.830302020437565,4.0666584298248685,-0.21029869411971502,3.1274601606811516,2.721226395422107,6.6324352198317,-5.263017144701265,-1.902531600266772,-6.379664969348852,-6.62472563257233,-9.08168078939136,-3.3580281958954017,-0.0937517087463601,-0.025092982447621624,-1.9378144686296013,0.0,-1.2629181409495183
Corenflos DPF,20,62,if2-warm-start,../ditlevsen/results/reference/ifad097_comparable_post_if2.npz,100,134,maximum-restarts,671.9851970355958,427.5427634399384,244.44243359565735,134,671.9851970355958,-10270.112978702506,-4513.290631244552,-4513.290631244552,1.000000000000444,0.02,6,19.12019563001282,0.510391103307415,17.307026643226106,-0.002513331354124295,3.7588335362249707,0.5,3.1821432436539987,3.46475789667523,-0.5177104552715257,1.5766136431869902,5.544792090126639,2.6546312541368047,-0.07191383871555203,-3.992153110326197,-7.090949475409412,-6.3064968476736,-6.983255708727585,-2.7175328507469168,0.433199591595197,0.354274905344136,0.034995089437204946,0.08920839941731211,0.08832201420614988,2.950745139266143,-0.6725779779275057,2.8511125833896522,-0.2513331354124295,1.324108679543205,-0.6931471805599453,3.1821432436539987,3.46475789667523,-0.5177104552715257,1.5766136431869902,5.544792090126639,2.6546312541368047,-0.07191383871555203,-3.992153110326197,-7.090949475409412,-6.3064968476736,-6.983255708727585,-2.7175328507469168,0.0,-0.20112539183467934,-2.515990822511636,-1.5802233733396513,-1.590209184318797
Corenflos DPF,20,63,if2-warm-start,../ditlevsen/results/reference/ifad097_comparable_post_if2.npz,100,175,maximum-updates,550.3290213546716,305.8865877590142,244.44243359565735,175,550.3290213546716,-14896.191778639717,-5198.437102329798,-5198.437102329798,1.0000000000000604,0.86,1,18.500841568428868,0.25715277327895497,8.678611028929017,-0.004854433604597014,4.999999999999999,0.5,0.8997294182762889,6.137670700717007,-1.7738945033077425,4.57699462710257,5.875192056898595,6.610765818106677,-6.994003194994007,-7.556589955350307,-5.820132574180783,-2.8206694628523885,-4.458240513246188,-2.4042266321191756,0.03049546139232204,0.4575028490211032,0.019923943174131455,0.05239438852157206,0.4396833578908711,2.9178162212349763,-1.3580849221452265,2.1608614961591006,-0.48544336045970143,1.6094379124341003,-0.6931471805599453,0.8997294182762889,6.137670700717007,-1.7738945033077425,4.57699462710257,5.875192056898595,6.610765818106677,-6.994003194994007,-7.556589955350307,-5.820132574180783,-2.8206694628523885,-4.458240513246188,-2.4042266321191756,-2.708205246333297,0.0,-3.133860928989275,-2.166983615755164,-0.03972828537551671
Corenflos DPF,20,64,if2-warm-start,../ditlevsen/results/reference/ifad097_comparable_post_if2.npz,100,175,maximum-updates,756.4375260246452,511.99509242898785,244.44243359565735,175,756.4375260246452,-7694.863977223402,-4725.2787578319,-4725.2787578319,1.0000000000000462,0.08,0,16.856324812189346,0.21500925529967163,20.307770400128682,-6.851638415508741e-05,4.989124161923341,0.5,3.9461793450969473,1.7846469655138042,1.2769808377993523,3.968381734318189,2.9563893767070586,5.85562375272716,-8.771429608407594,-4.6251369167971585,-4.056886630615237,-6.17360335286645,-7.13081997062985,-3.378513627374994,0.07753583645542565,0.04887338828896489,0.2911969250852031,0.2911969250852031,0.2911969250852031,2.824725946142363,-1.5370742038755594,3.0110035911382678,-0.006851638415508741,1.6072603757055888,-0.6931471805599453,3.9461793450969473,1.7846469655138042,1.2769808377993523,3.968381734318189,2.9563893767070586,5.85562375272716,-8.771429608407594,-4.6251369167971585,-4.056886630615237,-6.17360335286645,-7.13081997062985,-3.378513627374994,-1.3232595214475156,-1.7847667152296833,0.0,0.0,0.0
Corenflos DPF,20,65,if2-warm-start,../ditlevsen/results/reference/ifad097_comparable_post_if2.npz,100,175,maximum-updates,817.0443034546915,572.6018698590342,244.44243359565735,175,817.0443034546915,-12519.533857028267,-4727.590693941708,-4727.590693941708,1.0000000000000107,0.23,3,11.390581834041766,0.12313745101129225,18.48129568619874,-0.004112540397883031,4.999999999999999,0.5,0.674682303119696,2.232094141431513,-0.7526325803579603,2.420783621141755,5.531374406753578,3.7900312990659826,-0.9973908464142862,-3.9758193991374715,-4.850203676453475,-9.034993516154863,-9.998601807011543,-2.065769573438585,0.2525148851249844,0.12656597659636235,0.20722949644454958,0.2525148851249844,0.1611747567091194,2.432786859037791,-2.0944540596378585,2.9167591766452867,-0.41125403978830305,1.6094379124341003,-0.6931471805599453,0.674682303119696,2.232094141431513,-0.7526325803579603,2.420783621141755,5.531374406753578,3.7900312990659826,-0.9973908464142862,-3.9758193991374715,-4.850203676453475,-9.034993516154863,-9.998601807011543,-2.065769573438585,0.0,-0.6907064716409724,-0.19764334035656458,0.0,-0.44898097625510547
Corenflos DPF,20,66,if2-warm-start,../ditlevsen/results/reference/ifad097_comparable_post_if2.npz,100,175,time-budget,860.5282035365235,616.0857699408662,244.44243359565735,174,857.0872174226679,-7112.6004756344,-4125.446024450791,-4119.284072818968,1.000000000000096,0.17,1,10.000000000000002,0.04911846413759449,17.215825484896417,-0.0035560322474581375,3.8686696283393376,0.4915174389101283,-3.073279739904831,6.839024547163739,-3.70152412829871,2.490621705285851,2.6519418044038763,5.5454991245029195,-5.388436245820235,-1.9438042862638447,-0.34371981021541514,-8.66346033062277,-5.1996044781726045,-4.928040865330514,0.22469343397562058,0.25192870674909285,0.25301248371025775,0.09645650740799235,0.17390886815703654,2.302585092994046,-3.0135202631892057,2.8458290471306227,-0.35560322474581374,1.3529106826538664,-0.7102578590271424,-3.073279739904831,6.839024547163739,-3.70152412829871,2.490621705285851,2.6519418044038763,5.5454991245029195,-5.388436245820235,-1.9438042862638447,-0.34371981021541514,-8.66346033062277,-5.1996044781726045,-4.928040865330514,-0.11870187276646435,-0.004292692479403971,0.0,-0.9643466239248402,-0.3749074144508601
